NAME         REFERENCE               TARGETS       MINPODS   MAXPODS   REPLICAS   AGE
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          87m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          88m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          89m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          90m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          90m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          90m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          90m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          90m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          90m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          90m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          90m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          90m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          90m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          90m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        1          90m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        1          90m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        1          90m
